SL,District,Sq No,Country,Division,District,Upazila,Union,Ward No,Name of SK/SHW,Desig.,Name of SS,Village Name (English),"Village Name 
(Bangla)","Village 
Code",Latitude,Longitute,Population,HH Number,"2026 
(Active LLINs)","2025
(Active LLINs)","2024
(Active LLINs)",January,February,March,April,May,June,July,August,September,October,November,December,"Name of
 MMW, 
Health 
post &
CHW(C)","Village 
Distance
 from 
upazila office (KM)","Name of Border
 with others
 country","Others
 Activities
(TDA/Dev care)"
130,Bandarban,130,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,05,,,,Chaikkhyong Para,চাইক্ষ্যং পাড়া,REA501,21.860000,92.602000,225,,,,,,,,,,,,,,,,,,,,
131,Bandarban,131,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,05,,,,Dulachan Para,দুলাচান পাড়া,REA502,21.845000,92.570000,240,,,,,,,,,,,,,,,,,,,,
132,Bandarban,132,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,06,,,,Baktlai Para,বাকতলাই পাড়া,REA601,21.855000,92.520000,65,,,,,,,,,,,,,,,,,,,,
133,Bandarban,133,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,06,,,,Lungmuyal Para,লুংমুয়াল পাড়া,REA602,21.870000,92.550000,,,,,,,,,,,,,,,,,,,,,
134,Bandarban,134,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,06,,,,Tamlou Para,তামলৌ পাড়া,REA603,21.850000,92.560000,,,,,,,,,,,,,,,,,,,,,
135,Bandarban,135,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Langpung Para,লাংপুং পাড়া,REA701,21.964000,92.468000,180,,,,,,,,,,,,,,,,,,,,
136,Bandarban,136,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Menron Para,মেনরন পাড়া,REA702,21.962000,92.468000,80,,,,,,,,,,,,,,,,,,,,
137,Bandarban,137,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Lengpung Para,লেংপুং পাড়া,REA703,21.961000,92.466000,125,,,,,,,,,,,,,,,,,,,,
138,Bandarban,138,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Fainangpara,ফাইনংপাড়া,REA704,21.958000,92.468000,160,,,,,,,,,,,,,,,,,,,,
139,Bandarban,139,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Janerang Para,জনেরাং পাড়া,REA705,21.950000,92.458000,170,,,,,,,,,,,,,,,,,,,,
140,Bandarban,140,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Natun Kista Para,নতুন কিস্ত পাড়া,REA706,21.940000,92.457000,190,,,,,,,,,,,,,,,,,,,,
141,Bandarban,141,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Kista Para,কিস্ত পাড়া,REA707,21.941000,92.451000,67,,,,,,,,,,,,,,,,,,,,
142,Bandarban,142,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Bishai Para,বিশাই পাড়া,REA708,21.929000,92.447000,160,,,,,,,,,,,,,,,,,,,,
143,Bandarban,143,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,07,,,,Rungtan Para,রুংতন পাড়া,REA709,21.964000,92.493000,125,,,,,,,,,,,,,,,,,,,,
144,Bandarban,144,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Natun Mrakkhyong Para,নতুন ম্রক্ষ্যং পাড়া,REA801,21.939000,92.475000,177,,,,,,,,,,,,,,,,,,,,
145,Bandarban,145,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Mrakkhyong Para,ম্রক্ষ্যং পাড়া,REA802,21.930000,92.479000,182,,,,,,,,,,,,,,,,,,,,
146,Bandarban,146,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Chinglak Para,চিংলক পাড়া,REA803,21.907000,92.484000,198,,,,,,,,,,,,,,,,,,,,
147,Bandarban,147,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Suiaung Para,সুইঅং পাড়া,REA804,21.901000,92.486000,38,,,,,,,,,,,,,,,,,,,,
148,Bandarban,148,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Nishi Para,নিশি পাড়া,REA805,21.888000,92.489000,167,,,,,,,,,,,,,,,,,,,,
149,Bandarban,149,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Danagri Para,দানাগ্রী পাড়া,REA806,21.881000,92.464000,96,,,,,,,,,,,,,,,,,,,,
150,Bandarban,150,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Bathiram Para,বথিরাম পাড়া,REA807,21.904000,92.452000,123,,,,,,,,,,,,,,,,,,,,
151,Bandarban,151,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Duni Chandra Para,ধুনি চন্দ্র পাড়া,REA808,21.895000,92.440000,21,,,,,,,,,,,,,,,,,,,,
152,Bandarban,152,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Sakkhay Para,সাকখয় পাড়া,REA809,21.905000,92.442000,127,,,,,,,,,,,,,,,,,,,,
153,Bandarban,153,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Lahapara,লহপাড়া,REA810,21.911000,92.464000,176,,,,,,,,,,,,,,,,,,,,
154,Bandarban,154,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Hakurang Para,হাঁকুরাং পাড়া,REA811,21.916000,92.466000,193,,,,,,,,,,,,,,,,,,,,
155,Bandarban,155,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Menpa Para,মেনপা পাড়া,REA812,21.897000,92.457000,129,,,,,,,,,,,,,,,,,,,,
156,Bandarban,156,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,08,,,,Chinglak BGB Camp,চিংলক বিজিবি ক্যাম্প,REA813,21.903000,92.484000,,,,,,,,,,,,,,,,,,,,,
157,Bandarban,157,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,09,,,,Basiram Para,বাসিরাম পাড়া,REA901,21.863000,92.496000,57,,,,,,,,,,,,,,,,,,,,
158,Bandarban,158,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,09,,,,Rangiha Para,রাঙ্গিয়া পাড়া,REA902,21.863000,92.475000,252,,,,,,,,,,,,,,,,,,,,
159,Bandarban,159,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,09,,,,Gobinda Para,গোবিন্দ পাড়া,REA903,21.868000,92.476000,99,,,,,,,,,,,,,,,,,,,,
160,Bandarban,160,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,09,,,,Tilchandra Para,তিলচন্দ্র পাড়া,REA904,21.869000,92.467000,108,,,,,,,,,,,,,,,,,,,,
161,Bandarban,161,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,09,,,,Thanarang Para,থানারাং পাড়া,REA905,21.883000,92.478000,94,,,,,,,,,,,,,,,,,,,,
162,Bandarban,162,Bangladesh,Chattogram,Bandarban,Ruma,Remakriprangsa,09,,,,Kaleha Para,কালেহা পাড়া,REA906,21.885000,92.477000,153,,,,,,,,,,,,,,,,,,,,
163,Bandarban,163,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Barshi Para,বরশি পাড়া,RUM101,22.037000,92.416000,100,,,,,,,,,,,,,,,,,,,,
164,Bandarban,164,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Khaiu Para,খইউ পাড়া,RUM102,22.036000,92.408000,30,,,,,,,,,,,,,,,,,,,,
165,Bandarban,165,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Thana Para,থানা পাড়া,RUM103,22.039000,92.403000,400,,,,,,,,,,,,,,,,,,,,
166,Bandarban,166,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Ghona Para,ঘোনা পাড়া,RUM104,22.046000,92.408000,250,,,,,,,,,,,,,,,,,,,,
167,Bandarban,167,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Muslim Para,মুসলিম পাড়া,RUM105,22.047000,92.409000,350,,,,,,,,,,,,,,,,,,,,
168,Bandarban,168,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Mongthoaiching Para,মংথোয়াইচিং পাড়া,RUM106,22.041000,92.407000,100,,,,,,,,,,,,,,,,,,,,
169,Bandarban,169,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,01,,,,Ruma Bazar,রুমা বাজার,RUM107,22.049000,92.409000,600,,,,,,,,,,,,,,,,,,,,
170,Bandarban,170,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Lungjhiri Para,লুংঝিড়ি পাড়া,RUM201,22.050000,92.412000,180,,,,,,,,,,,,,,,,,,,,
171,Bandarban,171,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Lebujhiri Para,লেবুঝিড়ি পাড়া,RUM202,22.050000,92.410000,200,,,,,,,,,,,,,,,,,,,,
172,Bandarban,172,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Ashram Para,আশ্রম পাড়া,RUM203,22.051000,92.410000,160,,,,,,,,,,,,,,,,,,,,
173,Bandarban,173,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Up Elaka,ইউপি এলাকা,RUM204,22.050000,92.409000,100,,,,,,,,,,,,,,,,,,,,
174,Bandarban,174,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Barua Para,বড়ুয়া পাড়া,RUM205,22.052000,92.409000,150,,,,,,,,,,,,,,,,,,,,
175,Bandarban,175,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Natun Barua Para,নতুন বড়ুয়া পাড়া,RUM206,22.053000,92.407000,70,,,,,,,,,,,,,,,,,,,,
176,Bandarban,176,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Lalnagk Para,লালঙাক পাড়া,RUM207,22.054000,92.403000,50,,,,,,,,,,,,,,,,,,,,
177,Bandarban,177,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Pilot Para,পাইলট পাড়া,RUM208,22.053000,92.403000,200,,,,,,,,,,,,,,,,,,,,
178,Bandarban,178,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Upazila Elaka,উপজেলা এলাকা,RUM209,22.054000,92.400000,120,,,,,,,,,,,,,,,,,,,,
179,Bandarban,179,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Hatimatha Para,হাতিমাথা পাড়া,RUM210,22.056000,92.405000,200,,,,,,,,,,,,,,,,,,,,
180,Bandarban,180,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,02,,,,Zaiang Para,জাইঅং পাড়া,RUM211,22.052000,92.406000,80,,,,,,,,,,,,,,,,,,,,
181,Bandarban,181,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Eden Road Para,ইডেন রোড পাড়া,RUM301,22.049000,92.412000,110,,,,,,,,,,,,,,,,,,,,
182,Bandarban,182,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Eden Para,ইডেন পাড়া,RUM302,22.051000,92.416000,150,,,,,,,,,,,,,,,,,,,,
183,Bandarban,183,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Lairunpi Para,লাইরুনপি পাড়া,RUM303,22.048000,92.416000,200,,,,,,,,,,,,,,,,,,,,
184,Bandarban,184,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Baithani Para,বৈথানি পাড়া,RUM304,22.042000,92.431000,120,,,,,,,,,,,,,,,,,,,,
185,Bandarban,185,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Mrafasa Para,ম্রাফাসা পাড়া,RUM305,22.032000,92.445000,50,,,,,,,,,,,,,,,,,,,,
186,Bandarban,186,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Bhagyamani Para,ভাগ্যমণি পাড়া,RUM306,22.019000,92.458000,130,,,,,,,,,,,,,,,,,,,,
187,Bandarban,187,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Sadhumak Para,সাধুমক পাড়া,RUM307,22.039000,92.450000,30,,,,,,,,,,,,,,,,,,,,
188,Bandarban,188,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Ringtui Para,রিংতুই পাড়া,RUM308,22.045000,92.467000,320,,,,,,,,,,,,,,,,,,,,
189,Bandarban,189,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Krangtang Para,ক্রংতং পাড়া,RUM309,22.038000,92.491000,180,,,,,,,,,,,,,,,,,,,,
190,Bandarban,190,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Jangre Para,জাংরে পাড়া,RUM310,22.052000,92.502000,80,,,,,,,,,,,,,,,,,,,,
191,Bandarban,191,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Tongmak Para,তংমক পাড়া,RUM311,22.057000,92.511000,40,,,,,,,,,,,,,,,,,,,,
192,Bandarban,192,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Jishuram Para,যীশুরাম পাড়া,RUM312,22.056000,92.514000,30,,,,,,,,,,,,,,,,,,,,
193,Bandarban,193,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Mongpru Para,মংপ্রু পাড়া,RUM313,22.057000,92.452000,90,,,,,,,,,,,,,,,,,,,,
194,Bandarban,194,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Koashe Para,কওয়াসে পাড়া,RUM314,22.057000,92.427000,35,,,,,,,,,,,,,,,,,,,,
195,Bandarban,195,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,03,,,,Girza Para,গির্জা পাড়া,RUM315,22.048000,92.411000,40,,,,,,,,,,,,,,,,,,,,
196,Bandarban,196,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,04,,,,Bethel Para,বেথেল পাড়া,RUM401,22.059000,92.399000,670,,,,,,,,,,,,,,,,,,,,
197,Bandarban,197,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,04,,,,Pali Para,পলি পাড়া,RUM402,22.057000,92.393000,70,,,,,,,,,,,,,,,,,,,,
198,Bandarban,198,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,04,,,,Minjhiri Para,মিনঝিরি পাড়া,RUM403,22.060000,92.416000,130,,,,,,,,,,,,,,,,,,,,
199,Bandarban,199,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,04,,,,Bathlehem Para,বেথলহেম পাড়া,RUM404,22.076000,92.401000,60,,,,,,,,,,,,,,,,,,,,
200,Bandarban,200,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,04,,,,Chairagra Para,চাইরাগ্র পাড়া,RUM405,22.089000,92.424000,60,,,,,,,,,,,,,,,,,,,,
201,Bandarban,201,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,04,,,,Salem Para,সালেম পাড়া,RUM406,22.094000,92.430000,70,,,,,,,,,,,,,,,,,,,,
202,Bandarban,202,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Rumachar Khamar Para,রুমাচর খামার পাড়া,RUM501,22.034000,92.405000,42,,,,,,,,,,,,,,,,,,,,
203,Bandarban,203,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Mongshaiching Para,মংশৈচিং পাড়া,RUM502,22.046000,92.402000,90,,,,,,,,,,,,,,,,,,,,
204,Bandarban,204,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Lukchhari Para,লুকছড়ি পাড়া,RUM503,22.054000,92.392000,75,,,,,,,,,,,,,,,,,,,,
205,Bandarban,205,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Dali Mohan Para,দলি মোহন পাড়া,RUM504,22.059000,92.386000,115,,,,,,,,,,,,,,,,,,,,
206,Bandarban,206,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Chhaipo Para,ছাইপো পাড়া,RUM505,22.067000,92.383000,375,,,,,,,,,,,,,,,,,,,,
207,Bandarban,207,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Sadar Ghat,সদর ঘাট,RUM506,22.062000,92.383000,120,,,,,,,,,,,,,,,,,,,,
208,Bandarban,208,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Abashik Elaka,আবাসিক এলাকা,RUM507,22.065000,92.380000,40,,,,,,,,,,,,,,,,,,,,
209,Bandarban,209,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Senggam Khamar Para,সেংগম খামার পাড়়া,RUM508,22.063000,92.377000,135,,,,,,,,,,,,,,,,,,,,
210,Bandarban,210,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Kaiykkhyongjhiri Para,কৈক্ষ্যংঝিড়ি পাড়া,RUM509,22.064000,92.352000,155,,,,,,,,,,,,,,,,,,,,
211,Bandarban,211,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,Dulujhiri Tongi Para,ডুলুঝিড়ি টঙ্গি পাড়া,RUM510,22.043000,92.343000,175,,,,,,,,,,,,,,,,,,,,
212,Bandarban,212,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,05,,,,BGB Camp,বিজিবি ক্যাম্প,RUM511,22.073000,92.387000,,,,,,,,,,,,,,,,,,,,,
213,Bandarban,213,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Royal Para,রয়েল পাড়া,RUM601,22.053000,92.379000,40,,,,,,,,,,,,,,,,,,,,
214,Bandarban,214,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Amtali Para,আমতলী পাড়া,RUM602,22.060000,92.368000,125,,,,,,,,,,,,,,,,,,,,
215,Bandarban,215,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Battali Para,বটতলী পাড়া,RUM603,22.045000,92.368000,300,,,,,,,,,,,,,,,,,,,,
216,Bandarban,216,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Mayur Para,ময়ূর পাড়া,RUM604,22.041000,92.392000,280,,,,,,,,,,,,,,,,,,,,
217,Bandarban,217,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Rumachar Nicher Para,রুমাচর নিচের পাড়া,RUM605,22.032000,92.412000,200,,,,,,,,,,,,,,,,,,,,
218,Bandarban,218,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Rumachar Upar Para,রুমাচর উপর পাড়া,RUM606,22.032000,92.413000,90,,,,,,,,,,,,,,,,,,,,
219,Bandarban,219,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Waikuk Para,ওয়াইকুক পাড়া,RUM607,22.029000,92.398000,3020,,,,,,,,,,,,,,,,,,,,
220,Bandarban,220,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Tlangnoam Para,তলাংনোয়াম পাড়া,RUM608,22.018000,92.402000,20,,,,,,,,,,,,,,,,,,,,
221,Bandarban,221,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Mayur Para Army Camp,ময়ূর পাড়া আর্মি ক্যাম্প,RUM609,22.044000,92.387000,,,,,,,,,,,,,,,,,,,,,
222,Bandarban,222,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,06,,,,Ruma Answar Battalian Zone,রুমা আনসার ব্যাটালিয়ন জোন,RUM610,22.046000,92.391000,,,,,,,,,,,,,,,,,,,,,
223,Bandarban,223,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Mongthoaiching Para,মংথোয়াইচিং পাড়া,RUM701,21.984000,92.468000,350,,,,,,,,,,,,,,,,,,,,
224,Bandarban,224,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Bagalake Para,বগালেক পাড়া,RUM702,21.979000,92.472000,200,,,,,,,,,,,,,,,,,,,,
225,Bandarban,225,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Harmun Para,হারমুন পাড়া,RUM703,21.976000,92.492000,180,,,,,,,,,,,,,,,,,,,,
226,Bandarban,226,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Saikat Para,সৈকত পাড়া,RUM704,21.990000,92.496000,204,,,,,,,,,,,,,,,,,,,,
227,Bandarban,227,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Nangkjang Para,ঙাকজং পাড়া,RUM705,21.979000,92.505000,140,,,,,,,,,,,,,,,,,,,,
228,Bandarban,228,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Darjeeling Para,দার্জিলিং পাড়া,RUM706,21.961000,92.507000,100,,,,,,,,,,,,,,,,,,,,
229,Bandarban,229,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Lungthausi Para,লুংথাউসি পাড়া,RUM707,21.962000,92.530000,220,,,,,,,,,,,,,,,,,,,,
230,Bandarban,230,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,New Rumana Para,নিউ রুমানা পাড়া,RUM708,21.953000,92.549000,250,,,,,,,,,,,,,,,,,,,,
231,Bandarban,231,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Rumana Para,রুমানা পাড়া,RUM709,21.959000,92.548000,100,,,,,,,,,,,,,,,,,,,,
232,Bandarban,232,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Tlangchhadpi Para,ত্লাংছাদপি পাড়া,RUM710,21.985000,92.534000,150,,,,,,,,,,,,,,,,,,,,
233,Bandarban,233,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Dali Para,ডলি পাড়া,RUM711,21.978000,92.541000,100,,,,,,,,,,,,,,,,,,,,
234,Bandarban,234,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Lari Para,লারি পাড়া,RUM712,21.993000,92.529000,70,,,,,,,,,,,,,,,,,,,,
235,Bandarban,235,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Menrui Para,মেনরুই পাড়া,RUM713,21.992000,92.514000,150,,,,,,,,,,,,,,,,,,,,
236,Bandarban,236,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Enang Para,এনং পাড়া,RUM714,22.018000,92.517000,130,,,,,,,,,,,,,,,,,,,,
237,Bandarban,237,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Ananda Para,আনন্দ পাড়া,RUM715,22.004000,92.506000,200,,,,,,,,,,,,,,,,,,,,
238,Bandarban,238,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Mendui Para,মেনদুই পাড়া,RUM716,22.010000,92.503000,230,,,,,,,,,,,,,,,,,,,,
239,Bandarban,239,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Pahai Para,পহাই পাড়া,RUM717,22.034000,92.511000,180,,,,,,,,,,,,,,,,,,,,
240,Bandarban,240,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Natun Pahai Para,নতুন পহাই পাড়া,RUM718,22.038000,92.513000,140,,,,,,,,,,,,,,,,,,,,
241,Bandarban,241,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Khulaing Para,খুলাইং পাড়া,RUM719,22.018000,92.474000,50,,,,,,,,,,,,,,,,,,,,
242,Bandarban,242,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Liton Para,লিতন পাড়া,RUM720,22.002000,92.474000,220,,,,,,,,,,,,,,,,,,,,
243,Bandarban,243,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,07,,,,Bagalake Para Army Camp,বগালেক পাড়া আর্মি ক্যাম্প,RUM721,21.978000,92.469000,,,,,,,,,,,,,,,,,,,,,
244,Bandarban,244,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Munlai Para,মুনলাই পাড়া,RUM801,22.034000,92.424000,325,,,,,,,,,,,,,,,,,,,,
245,Bandarban,245,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Palika Para,পলিকা পাড়া,RUM802,22.026000,92.421000,248,,,,,,,,,,,,,,,,,,,,
246,Bandarban,246,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Tungtung Para,তুংতং পাড়া,RUM803,22.017000,92.415000,35,,,,,,,,,,,,,,,,,,,,
247,Bandarban,247,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Changlak Nicher Para,চংলক নিচের পাড়া,RUM804,22.002000,92.441000,85,,,,,,,,,,,,,,,,,,,,
248,Bandarban,248,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Changlak Upar Para,চংলক উপর পাড়া,RUM805,22.005000,92.436000,60,,,,,,,,,,,,,,,,,,,,
249,Bandarban,249,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Aungshai Para,অংশৈ পাড়া,RUM806,21.977000,92.454000,150,,,,,,,,,,,,,,,,,,,,
250,Bandarban,250,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Bagamukh Para,বগামুখ পাড়া,RUM807,22.016000,92.460000,180,,,,,,,,,,,,,,,,,,,,
251,Bandarban,251,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Shairatong Para,শৈরাতং পাড়া,RUM808,21.999000,92.449000,90,,,,,,,,,,,,,,,,,,,,
252,Bandarban,252,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Sat Kilo Para,সাত কিলো পাড়া,RUM809,22.024000,92.436000,20,,,,,,,,,,,,,,,,,,,,
253,Bandarban,253,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Najaret Para,নাজারেট পাড়া,RUM810,22.012000,92.420000,95,,,,,,,,,,,,,,,,,,,,
254,Bandarban,254,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Ubakai Para,উবাকই পাড়া,RUM811,22.018000,92.456000,135,,,,,,,,,,,,,,,,,,,,
255,Bandarban,255,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Nalek Para,নালেক পাড়া,RUM812,21.982000,92.460000,130,,,,,,,,,,,,,,,,,,,,
256,Bandarban,256,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Kyaimbuwa Para,কেম্বুয়া পাড়া,RUM813,22.036000,92.437000,160,,,,,,,,,,,,,,,,,,,,
257,Bandarban,257,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,08,,,,Kamola Para,কমলা পাড়া,RUM814,21.977000,92.463000,45,,,,,,,,,,,,,,,,,,,,
258,Bandarban,258,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,09,,,,Rijhuk Para,রিঝুক পাড়া,RUM901,22.018000,92.405000,120,,,,,,,,,,,,,,,,,,,,
259,Bandarban,259,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,09,,,,Koladi Para,কোলাদি পাড়া,RUM902,22.013000,92.404000,30,,,,,,,,,,,,,,,,,,,,
260,Bandarban,260,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,09,,,,Kraudang Para,ক্রাউদাং পাড়া,RUM903,21.991000,92.394000,156,,,,,,,,,,,,,,,,,,,,
261,Bandarban,261,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,09,,,,Thandajhiri Para,ঠাণ্ডাঝিরি পাড়া,RUM904,21.979000,92.386000,150,,,,,,,,,,,,,,,,,,,,
262,Bandarban,262,Bangladesh,Chattogram,Bandarban,Ruma,Ruma,09,,,,Basadeyar Para,বাসাদেয়র পাড়া,RUM905,21.969000,92.379000,75,,,,,,,,,,,,,,,,,,,,
